jenjang,asal,angkatan,institusi,n,disamarkan
S2,univ_s1,2025,INSTITUT TEKNOLOGI NASIONAL YOGYAKARTA,,True
S2,univ_s1,2025,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,,True
S2,univ_s1,2025,INSTITUT TEKNOLOGI SEPULUH NOPEMBER SURABAYA,,True
S2,univ_s1,2025,IPB UNIVERSITY,,True
S2,univ_s1,2025,ITB,,True
S2,univ_s1,2025,JAMIA HAMDARD,,True
S2,univ_s1,2025,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,,True
S2,univ_s1,2025,POLITEKNIK NEGERI BANYUWANGI,,True
S2,univ_s1,2025,POLITEKNIK NEGERI JEMBER,,True
S2,univ_s1,2025,POLITEKNIK NEGERI JEMEBR,,True
S2,univ_s1,2025,POLITEKNIK TEKNOLOGI NUKLIR INDONESIA,,True
S2,univ_s1,2025,POLTEKNIK INDUSTRI ATMI CIKARANG,,True
S2,univ_s1,2025,RITSUMEIKAN UNIVERSITY,,True
S2,univ_s1,2025,SEKOLAH TINGGI MANAJEMENT INFORMATIKA KOMPUTER (STIKOM) UYELINDO KUPANG,,True
S2,univ_s1,2025,"SEKOLAH TINGGI MULTI MEDIA ""MMTC"" YOGYAKARTA",,True
S2,univ_s1,2025,SEKOLAH TINGGI TEKNOLOGI CIPASUNG,,True
S2,univ_s1,2025,STIKES MUHAMMADIYAH PEKAJANGAN PEKALONGAN,,True
S2,univ_s1,2025,STIKOM MUHAMMADIYAH JAYAPURA,,True
S2,univ_s1,2025,TEKNIK ELEKTRO UNIVERSITAS GADJAH MADA,,True
S2,univ_s1,2025,UIN ALAUDDIN MAKASSAR,,True
S2,univ_s1,2025,UIN IMAM BONJOL PADANG,,True
S2,univ_s1,2025,UIN MAULANA MALIK IBRAHIM MALANG,,True
S2,univ_s1,2025,UIN SUNAN KALIJAGA,,True
S2,univ_s1,2025,UIN SYARIF HIDAYATULLAH,,True
S2,univ_s1,2025,UIN SYARIF HIDAYATULLAH JAKARTA,,True
S2,univ_s1,2025,UNIVERSITAS AIRLANGGA,,True
S2,univ_s1,2025,UNIVERSITAS AKI,,True
S2,univ_s1,2025,UNIVERSITAS BANGKA BELITUNG,,True
S2,univ_s1,2025,UNIVERSITAS BINA NUSANTARA,,True
S2,univ_s1,2025,UNIVERSITAS GUNADARMA,,True
S2,univ_s1,2025,UNIVERSITAS HALU OLEO,,True
S2,univ_s1,2025,UNIVERSITAS HARAPAN MEDAN,,True
S2,univ_s1,2025,UNIVERSITAS ISLAM NEGERI ALAUDDIN MAKASSAR,,True
S2,univ_s1,2025,UNIVERSITAS ISLAM NEGERI SAYYID ALI RAHMATULLAH TULUNGAGUNG,,True
S2,univ_s1,2025,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM RIAU,,True
S2,univ_s1,2025,UNIVERSITAS ISLAM NEGERI SULTHAN THAHA SAIFUDDIN JAMBI,,True
S2,univ_s1,2025,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI BANDUNG,,True
S2,univ_s1,2025,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,,True
S2,univ_s1,2025,UNIVERSITAS JEMBER,,True
S2,univ_s1,2025,UNIVERSITAS KATOLIK SOEGIJAPRANATA,,True
S2,univ_s1,2025,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,,True
S2,univ_s1,2025,UNIVERSITAS KHAIRUN,,True
S2,univ_s1,2025,UNIVERSITAS KRISTEN DUTA WACANA,,True
S2,univ_s1,2025,UNIVERSITAS KRISTEN PETRA,,True
S2,univ_s1,2025,UNIVERSITAS KRISTEN SATYA WACANA,,True
S2,univ_s1,2025,UNIVERSITAS LAMBUNG MANGKURAT,,True
S2,univ_s1,2025,UNIVERSITAS LAMPUNG,,True
S2,univ_s1,2025,UNIVERSITAS MA CHUNG,,True
S2,univ_s1,2025,UNIVERSITAS MERCU BUANA JAKARTA,,True
S2,univ_s1,2025,UNIVERSITAS MUAHMMADIYAH PALANGKA RAYA,,True
S2,univ_s1,2025,UNIVERSITAS MUHAMMADIYAH PURWOKERTO,,True
S2,univ_s1,2025,UNIVERSITAS MUHAMMADIYAH SEMARANG,,True
S2,univ_s1,2025,UNIVERSITAS NEGERI JAKARTA,,True
S2,univ_s1,2025,UNIVERSITAS NEGERI MAKASSAR,,True
S2,univ_s1,2025,UNIVERSITAS NEGERI PADANG,,True
S2,univ_s1,2025,UNIVERSITAS NEGERI SURABAYA,,True
S2,univ_s1,2025,UNIVERSITAS PADJADJARAN,,True
S2,univ_s1,2025,UNIVERSITAS PAMULANG,,True
S2,univ_s1,2025,UNIVERSITAS PATTIMURA,,True
S2,univ_s1,2025,"UNIVERSITAS PEMBANGUNAN NASIONAL ""VETEREAN"" YOGYAKARTA",,True
S2,univ_s1,2025,UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAKARTA,,True
S2,univ_s1,2025,UNIVERSITAS PEMBANGUNAN NASIONAL “VETERAN” YOGYAKARTA,,True
S2,univ_s1,2025,UNIVERSITAS PENDIDIKAN INDONESIA,,True
S2,univ_s1,2025,UNIVERSITAS RIAU,,True
S2,univ_s1,2025,UNIVERSITAS SAM RATULANGI,,True
S2,univ_s1,2025,UNIVERSITAS SEBELAS MARET (UNS),,True
S2,univ_s1,2025,UNIVERSITAS SINGAPERBANGSA KARAWANG,,True
S2,univ_s1,2025,UNIVERSITAS SUMATERA UTARA,,True
S2,univ_s1,2025,UNIVERSITAS SYIAH KUALA,,True
S2,univ_s1,2025,UNIVERSITAS TANJUNGPURA,,True
S2,univ_s1,2025,UNIVERSITAS TEKNOLOGI YOGYAKARTA,,True
S2,univ_s1,2025,UNIVERSITAS TELKOM KAMPUS PURWOKERTO,,True
S2,univ_s1,2025,UNIVERSITAS TELKOM PURWOKERTO,,True
S2,univ_s1,2025,UNIVERSITAS TERBUKA,,True
S2,univ_s1,2025,UNIVERSITAS TIMOR,,True
S2,univ_s1,2025,UNIVERSITAS WIDYATAMA,,True
S2,univ_s1,2026,UNIVERSITAS GADJAH MADA,47.0,False
S2,univ_s1,2026,UNIVERSITAS NEGERI YOGYAKARTA,8.0,False
S2,univ_s1,2026,UNIVERSITAS AHMAD DAHLAN,6.0,False
S2,univ_s1,2026,UNIVERSITAS ISLAM INDONESIA,6.0,False
S2,univ_s1,2026,UNIVERSITAS AMIKOM YOGYAKARTA,5.0,False
S2,univ_s1,2026,UNIVERSITAS BRAWIJAYA,5.0,False
S2,univ_s1,2026,UNIVERSITAS SEBELAS MARET,5.0,False
S2,univ_s1,2026,UNIVERSITAS JENDERAL SOEDIRMAN,4.0,False
S2,univ_s1,2026,UNIVERSITAS NEGERI MAKASSAR,4.0,False
S2,univ_s1,2026,UNIVERSITAS NUSA CENDANA,4.0,False
S2,univ_s1,2026,UNIVERSITAS PATTIMURA,4.0,False
S2,univ_s1,2026,UNIVERSITAS SANATA DHARMA,4.0,False
S2,univ_s1,2026,UNIVERSITAS SYIAH KUALA,4.0,False
S2,univ_s1,2026,INSTITUT PERTANIAN BOGOR,3.0,False
S2,univ_s1,2026,INSTITUT TEKNOLOGI BANDUNG,3.0,False
S2,univ_s1,2026,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3.0,False
S2,univ_s1,2026,UIN SUNAN KALIJAGA YOGYAKARTA,3.0,False
S2,univ_s1,2026,UNIVERSITAS DIPONEGORO,3.0,False
S2,univ_s1,2026,UNIVERSITAS NEGERI MALANG,3.0,False
S2,univ_s1,2026,UNIVERSITAS NEGERI SURABAYA,3.0,False
S2,univ_s1,2026,UNIVERSITAS SUMATERA UTARA,3.0,False
S2,univ_s1,2026,ABDUL WALI KHAN UNIVERSITY MARADAN,,True
S2,univ_s1,2026,AL-SALAHIYAH SECONDARY SCHOOL,,True
S2,univ_s1,2026,DILI INSTITUTE OF TECHNOLOGY,,True
S2,univ_s1,2026,INSTIPER YOGYAKARTA,,True
S2,univ_s1,2026,INSTITUT PEMERINTAHAN DALAM NEGERI,,True
S2,univ_s1,2026,INSTITUT TEKNOLOGI BANDUNG (ITB),,True
S2,univ_s1,2026,INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH PURBALINGGA,,True
S2,univ_s1,2026,INSTITUT TEKNOLOGI SUMATERA,,True
S2,univ_s1,2026,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,,True
S2,univ_s1,2026,POLITEKNIK NEGERI SAMARINDA,,True
S2,univ_s1,2026,POLITEKNIK STATISTIKA STIS,,True
S2,univ_s1,2026,SEKOLAH TINGGI ANALIS KIMIA CILEGON,,True
S2,univ_s1,2026,"SEKOLAH TINGGI MULTI MEDIA ""MMTC"" YOGYAKARTA",,True
S2,univ_s1,2026,STMIK AMIK BANDUNG,,True
S2,univ_s1,2026,TELKOM UNIVERSITY,,True
S2,univ_s1,2026,TOKYO INTERNATIONAL UNIVERSITY,,True
S2,univ_s1,2026,UIN SULTHAN THAHA SAIFUDDIN JAMBI,,True
S2,univ_s1,2026,UIN SUNAN GUNUNG DJATI BANDUNG,,True
S2,univ_s1,2026,UIN SYARIF HIDAYATULLAH JAKARTA,,True
S2,univ_s1,2026,UINIVERSITAS ISLAM NEGERI ALAUDDIN MAKASSAR,,True
S2,univ_s1,2026,UNIVERISTAS GADJAH MADA,,True
S2,univ_s1,2026,UNIVERSITAS AIRLANGGA,,True
S2,univ_s1,2026,UNIVERSITAS ANDALAS,,True
S2,univ_s1,2026,UNIVERSITAS BENGKULU,,True
S2,univ_s1,2026,UNIVERSITAS CENDERAWASIH,,True
S2,univ_s1,2026,UNIVERSITAS DARUSSALAM AMBON,,True
S2,univ_s1,2026,UNIVERSITAS DIAN NUSWANTORO,,True
S2,univ_s1,2026,UNIVERSITAS GUNADARMA,,True
S2,univ_s1,2026,UNIVERSITAS HALU OLEO,,True
S2,univ_s1,2026,UNIVERSITAS HASANUDDIN,,True
S2,univ_s1,2026,UNIVERSITAS INDONESIA,,True
S2,univ_s1,2026,UNIVERSITAS ISLAM NEGERI IMAM BONJOL PADANG,,True
S2,univ_s1,2026,UNIVERSITAS ISLAM NEGERI RADEN INTAN LAMPUNG,,True
S2,univ_s1,2026,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM RIAU,,True
S2,univ_s1,2026,UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,,True
S2,univ_s1,2026,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA,,True
S2,univ_s1,2026,UNIVERSITAS ISLAM NEGERI WALISONGO SEMARANG,,True
S2,univ_s1,2026,UNIVERSITAS JAMBI,,True
S2,univ_s1,2026,UNIVERSITAS JEMBER,,True
S2,univ_s1,2026,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,,True
S2,univ_s1,2026,UNIVERSITAS KOMPUTER INDONESIA,,True
S2,univ_s1,2026,UNIVERSITAS LAMBUNG MANGKURAT,,True
S2,univ_s1,2026,UNIVERSITAS MARITIM RAJA ALI HAJI,,True
S2,univ_s1,2026,UNIVERSITAS MATARAM,,True
S2,univ_s1,2026,UNIVERSITAS MUHAMMADIYAH PONTIANAK,,True
S2,univ_s1,2026,UNIVERSITAS MUHAMMADIYAH SURAKARTA,,True
S2,univ_s1,2026,UNIVERSITAS MULAWARMAN,,True
S2,univ_s1,2026,UNIVERSITAS MUSLIM INDONESIA,,True
S2,univ_s1,2026,UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA,,True
S2,univ_s1,2026,UNIVERSITAS NEGERI MEDAN,,True
S2,univ_s1,2026,UNIVERSITAS NEGERI PADANG,,True
S2,univ_s1,2026,UNIVERSITAS NEGERI SEMARANG,,True
S2,univ_s1,2026,UNIVERSITAS NEGERI YOGYAKARTA (UNY),,True
S2,univ_s1,2026,UNIVERSITAS NEGERI YOGYKARTA,,True
S2,univ_s1,2026,UNIVERSITAS NEGRI YOGYAKARTA,,True
S2,univ_s1,2026,UNIVERSITAS PALANGKA RAYA,,True
S2,univ_s1,2026,"UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" YOGYAKARTA",,True
S2,univ_s1,2026,"UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN” YOGYAKARTA",,True
S2,univ_s1,2026,UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAWA TIMUR,,True
S2,univ_s1,2026,UNIVERSITAS PENDIDIKAN INDONESIA,,True
S2,univ_s1,2026,UNIVERSITAS PERSATUAN GURU REPUBLIK INDONESIA SEMARANG,,True
S2,univ_s1,2026,UNIVERSITAS RIAU,,True
S2,univ_s1,2026,UNIVERSITAS SAHID JAKARTA,,True
S2,univ_s1,2026,UNIVERSITAS SAINS AL-QUR'AN (UNSIQ),,True
S2,univ_s1,2026,UNIVERSITAS SAM RATULANGI,,True
S2,univ_s1,2026,UNIVERSITAS SULAWESI BARAT,,True
S2,univ_s1,2026,UNIVERSITAS TADULAKO,,True
S2,univ_s1,2026,UNIVERSITAS TANJUNGPURA,,True
S2,univ_s1,2026,UNIVERSITAS TEKNOLOGI DIGITAL INDONESIA,,True
S2,univ_s1,2026,UNIVERSITAS UDAYANA,,True
S3,univ_s2,0,UNIVERSITAS GADJAH MADA,288.0,False
S3,univ_s2,0,INSTITUT TEKNOLOGI BANDUNG,22.0,False
S3,univ_s2,0,INSTITUT PERTANIAN BOGOR,18.0,False
S3,univ_s2,0,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,18.0,False
S3,univ_s2,0,UNIVERSITAS INDONESIA,15.0,False
S3,univ_s2,0,UNIVERSITAS ATMA JAYA YOGYAKARTA,7.0,False
S3,univ_s2,0,UNIVERSITAS BRAWIJAYA,7.0,False
S3,univ_s2,0,UNIVERSITAS DIPONEGORO,7.0,False
S3,univ_s2,0,UNIVERSITAS ISLAM INDONESIA,6.0,False
S3,univ_s2,0,UNIVERSITAS AMIKOM YOGYAKARTA,5.0,False
S3,univ_s2,0,UGM,4.0,False
S3,univ_s2,0,UNIVERSITAS DIAN NUSWANTORO,4.0,False
S3,univ_s2,0,UNIVERSITAS KRISTEN SATYA WACANA,4.0,False
S3,univ_s2,0,UNIVERSITAS TELKOM,4.0,False
S3,univ_s2,0,UNIVERSITAS BINA NUSANTARA,3.0,False
S3,univ_s2,0,UNIVERSITAS BUDI LUHUR,3.0,False
S3,univ_s2,0,UNIVERSITAS GADJAH MADA (UGM),3.0,False
S3,univ_s2,0,UNIVERSITAS NEGERI MALANG,3.0,False
S3,univ_s2,0,UNIVERSITAS PENDIDIKAN GANESHA,3.0,False
S3,univ_s2,0,UNIVERSITAS SEBELAS MARET,3.0,False
S3,univ_s2,0,UNIVERSITAS SUMATERA UTARA,3.0,False
S3,univ_s2,0,DELFT UNIVERSITY OF TECHNOLOGY,,True
S3,univ_s2,0,HUMAN CENTERED AND BIOMEDICAL ENGINEERING TOKYO INSTITUTE OF TECHNOLOGY,,True
S3,univ_s2,0,ILMU KIMIA UGM,,True
S3,univ_s2,0,"ILMU KIMIA, MIPA, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,ILMU KOMPUTER FMIPA UGM,,True
S3,univ_s2,0,ILMU KOMPUTER UGM,,True
S3,univ_s2,0,INSTITUT PERTANIAN BOGOR (IPB UNIVERSITY),,True
S3,univ_s2,0,INSTITUT TEKNOLOGI BANDUNG (ITB),,True
S3,univ_s2,0,INSTITUT TEKNOLOGI SEPULUH NOPEMBER (ITS) SURABAYA,,True
S3,univ_s2,0,INSTITUT TEKNOLOGI SEPULUH NOPEMBER SURABAYA,,True
S3,univ_s2,0,INSTITUT TEKNOLOGI SEPULUH NOPEMBER SURABAYA (ITS),,True
S3,univ_s2,0,INSTITUT TEKNOLOGI SEPULUH NOVEMBER,,True
S3,univ_s2,0,INSTITUT TEKNOLOGI SEPULUH NOVEMBER (ITS) SURABAYA,,True
S3,univ_s2,0,INSTITUT TEKNOLOGI SEPULUH NOVEMBER SURABAYA,,True
S3,univ_s2,0,INSTITUTE PERTANIAN BOGOR,,True
S3,univ_s2,0,JURUSAN FISIKA UNIVERSITAS ANDALAS,,True
S3,univ_s2,0,JURUSAN MATEMATIKA FMIPA UNIVERSITAS GADJAH MADA,,True
S3,univ_s2,0,KEIMYUNG UNIVERSITY,,True
S3,univ_s2,0,KEPCO INTERNATIONAL NUCLEAR GRADUATE SCHOOL,,True
S3,univ_s2,0,KHWAJA FAREED UNIVERSITY OF ENGINEERING & INFORMATION TECHNOLOGY,,True
S3,univ_s2,0,KING MONGKUT'S UNIVERSITY OF TECHNOLOGY NORTH BANGKOK,,True
S3,univ_s2,0,KYOTO UNIVERSITY,,True
S3,univ_s2,0,KYUSHU UNIVERSITY,,True
S3,univ_s2,0,MAGISTER ILMU FISIKA UNIVERSITAS INDONESIA,,True
S3,univ_s2,0,"MAGISTER ILMU FISIKA, FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,MAGISTER ILMU KOMPUTER FMIPA UNIVERSITAS GADJAH MADA,,True
S3,univ_s2,0,"MAGISTER ILMU KOMPUTER, DEPARTEMEN ILMU KOMPUTER DAN ELEKTRONIKA, FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,MAGISTER KIMIA FMIPA UGM,,True
S3,univ_s2,0,"MAGISTER KIMIA, FAKULTAS MIPA, UNIVERSITAS PADJADJARAN",,True
S3,univ_s2,0,MAGISTER MATERIAL SCIENCE-UNIVERSITAS INDONESIA,,True
S3,univ_s2,0,MAGISTER TEKNIK ELEKTRO,,True
S3,univ_s2,0,MAGISTER TEKNOLOGI INFORMASI DTETI UGM,,True
S3,univ_s2,0,NATIONAL CENTRAL UNIVERSITY,,True
S3,univ_s2,0,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,,True
S3,univ_s2,0,PRODI MATEMATIKA FMIPA UGM,,True
S3,univ_s2,0,PRODI S2 ILMU KIMIA FMIPA UGM,,True
S3,univ_s2,0,PRODI S2 MATEMATIKA FMIPA UGM,,True
S3,univ_s2,0,"PROGRAM PASCA SARJANA, PROGRAM STUDI MATEMATIKA, FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,"PROGRAM STUDI GEOFISIKA TERAPAN (S2), FTTM, INSTITUT TEKNOLOGI BANDUNG",,True
S3,univ_s2,0,"PROGRAM STUDI MAGISTER AKTUARIA, FMIPA ITB",,True
S3,univ_s2,0,"PROGRAM STUDI MAGISTER ILMU KOMPUTER, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,"PROGRAM STUDI MAGISTER PENGINDERAAN JAUH, FAKULTAS GEOGRAFI, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,PROGRAM STUDI MATEMATIKA UNIVERSITAS GADJAH MADA,,True
S3,univ_s2,0,"PROGRAM STUDI S2 ILMU KOMPUTER, FMIPA, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,PROGRAM STUDI S2 MATEMATIKA FMIPA UNIVERSITAS GADJAH MADA,,True
S3,univ_s2,0,"PROGRAM STUDI TEKNIK ELEKTRO (TEKNOLOGI INFORMASI), FAKULTAS TEKNIK, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,"PROGRAM STUDI TEKNIK ELEKTRO, FAKULTAS TEKNIK, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,ROYAL UNIVERSITY OF PHNOM PENH,,True
S3,univ_s2,0,"S2 ILMU KOMPUTER, FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,0,S2 TEKNIK ELEKTRO UGM,,True
S3,univ_s2,0,SAGA UNIVERSITY,,True
S3,univ_s2,0,SOUTHERN CROSS UNIVERSITY,,True
S3,univ_s2,0,STATE UNIVERSITY OF ZANZIBAR,,True
S3,univ_s2,0,STIMIK AMIKOM YOGYAKARTA,,True
S3,univ_s2,0,STMIK AMIKOM YOGYAKARTA,,True
S3,univ_s2,0,STMIK NUSA MANDIRI JAKARTA,,True
S3,univ_s2,0,THE UNIVERSITY OF NEW SOUTH WALES,,True
S3,univ_s2,0,THE UNIVERSITY OF QUEENSLAND,,True
S3,univ_s2,0,UI,,True
S3,univ_s2,0,UIVERSITAS GADJAH MADA,,True
S3,univ_s2,0,UNIVERISTAS GADJAH MADA,,True
S3,univ_s2,0,UNIVERSITAS AHMAD DAHLAN,,True
S3,univ_s2,0,UNIVERSITAS AHMAD DAHLAN YOGYAKARTA,,True
S3,univ_s2,0,UNIVERSITAS AIRLANGGA,,True
S3,univ_s2,0,UNIVERSITAS ANDALAS,,True
S3,univ_s2,0,UNIVERSITAS BINA NUSANTARA JAKARTA,,True
S3,univ_s2,0,UNIVERSITAS GADJAH MADA (UGM) YOGYAKARTA,,True
S3,univ_s2,0,UNIVERSITAS GADJAH MADA YOGYAKARTA,,True
S3,univ_s2,0,UNIVERSITAS HASANUDDIN,,True
S3,univ_s2,0,UNIVERSITAS HASANUDDIN MAKASSAR,,True
S3,univ_s2,0,"UNIVERSITAS INDONESIA, S2 MATEMATIKA",,True
S3,univ_s2,0,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,,True
S3,univ_s2,0,UNIVERSITAS KEBANGSAAN MALAYSIA (UKM),,True
S3,univ_s2,0,UNIVERSITAS LAMPUNG,,True
S3,univ_s2,0,UNIVERSITAS NEGERI MAKASSAR,,True
S3,univ_s2,0,UNIVERSITAS NEGERI PADANG,,True
S3,univ_s2,0,UNIVERSITAS NUSA CENDANA,,True
S3,univ_s2,0,UNIVERSITAS PADJADJARAN,,True
S3,univ_s2,0,UNIVERSITAS PADJADJARAN BANDUNG,,True
S3,univ_s2,0,"UNIVERSITAS PUTRA INDONESIA ""YPTK""",,True
S3,univ_s2,0,"UNIVERSITAS PUTRA INDONESIA ""YPTK"" PADANG",,True
S3,univ_s2,0,UNIVERSITAS RIAU,,True
S3,univ_s2,0,UNIVERSITAS SRIWIJAYA,,True
S3,univ_s2,0,UNIVERSITAS SYAHKUALA (USK) BANDA ACEH,,True
S3,univ_s2,0,UNIVERSITEIT LEIDEN (LEIDEN UNIVERSITY),,True
S3,univ_s2,0,UNIVERSITI PENDIDIKAN SULTAN IDRIS,,True
S3,univ_s2,0,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,,True
S3,univ_s2,0,UNIVERSITI UTARA MALAYSIA,,True
S3,univ_s2,0,UNIVERSITTAS BINA NUSANTARA,,True
S3,univ_s2,0,UNIVERSITY OF BIRMINGHAM,,True
S3,univ_s2,0,UNIVERSITY OF TWENTE,,True
S3,univ_s2,0,YUAN ZE UNIVERSITY,,True
S3,univ_s2,2021,UNIVERSITAS GADJAH MADA,43.0,False
S3,univ_s2,2021,INSTITUT TEKNOLOGI BANDUNG,4.0,False
S3,univ_s2,2021,ILMU KOMPUTER UGM,,True
S3,univ_s2,2021,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,,True
S3,univ_s2,2021,INSTITUT TEKNOLOGI SEPULUH NOVEMBER (ITS) SURABAYA,,True
S3,univ_s2,2021,INSTITUTE PERTANIAN BOGOR,,True
S3,univ_s2,2021,JURUSAN FISIKA UNIVERSITAS ANDALAS,,True
S3,univ_s2,2021,KING MONGKUT'S UNIVERSITY OF TECHNOLOGY NORTH BANGKOK,,True
S3,univ_s2,2021,"MAGISTER ILMU KOMPUTER, DEPARTEMEN ILMU KOMPUTER DAN ELEKTRONIKA, FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,2021,"MAGISTER KIMIA, FAKULTAS MIPA, UNIVERSITAS PADJADJARAN",,True
S3,univ_s2,2021,PRODI MATEMATIKA FMIPA UGM,,True
S3,univ_s2,2021,PRODI S2 ILMU KIMIA FMIPA UGM,,True
S3,univ_s2,2021,"PROGRAM STUDI S2 ILMU KOMPUTER, FMIPA, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,2021,"PROGRAM STUDI TEKNIK ELEKTRO (TEKNOLOGI INFORMASI), FAKULTAS TEKNIK, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,2021,SAGA UNIVERSITY,,True
S3,univ_s2,2021,STMIK AMIKOM YOGYAKARTA,,True
S3,univ_s2,2021,UNIVERSITAS ANDALAS,,True
S3,univ_s2,2021,UNIVERSITAS DIAN NUSWANTORO,,True
S3,univ_s2,2021,UNIVERSITAS GADJAH MADA (UGM),,True
S3,univ_s2,2021,UNIVERSITAS INDONESIA,,True
S3,univ_s2,2021,UNIVERSITAS KRISTEN SATYA WACANA,,True
S3,univ_s2,2022,UNIVERSITAS GADJAH MADA,65.0,False
S3,univ_s2,2022,INSTITUT PERTANIAN BOGOR,4.0,False
S3,univ_s2,2022,UNIVERSITAS INDONESIA,4.0,False
S3,univ_s2,2022,ILMU KOMPUTER FMIPA UGM,,True
S3,univ_s2,2022,INSTITUT PERTANIAN BOGOR (IPB UNIVERSITY),,True
S3,univ_s2,2022,INSTITUT TEKNOLOGI BANDUNG,,True
S3,univ_s2,2022,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,,True
S3,univ_s2,2022,INSTITUT TEKNOLOGI SEPULUH NOPEMBER SURABAYA (ITS),,True
S3,univ_s2,2022,INSTITUT TEKNOLOGI SEPULUH NOVEMBER,,True
S3,univ_s2,2022,JURUSAN MATEMATIKA FMIPA UNIVERSITAS GADJAH MADA,,True
S3,univ_s2,2022,PRODI S2 MATEMATIKA FMIPA UGM,,True
S3,univ_s2,2022,"PROGRAM PASCA SARJANA, PROGRAM STUDI MATEMATIKA, FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,2022,"PROGRAM STUDI MAGISTER PENGINDERAAN JAUH, FAKULTAS GEOGRAFI, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,2022,PROGRAM STUDI MATEMATIKA UNIVERSITAS GADJAH MADA,,True
S3,univ_s2,2022,"S2 ILMU KOMPUTER, FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, UNIVERSITAS GADJAH MADA",,True
S3,univ_s2,2022,S2 TEKNIK ELEKTRO UGM,,True
S3,univ_s2,2022,THE UNIVERSITY OF QUEENSLAND,,True
S3,univ_s2,2022,UNIVERSITAS AMIKOM YOGYAKARTA,,True
S3,univ_s2,2022,UNIVERSITAS ATMA JAYA YOGYAKARTA,,True
S3,univ_s2,2022,UNIVERSITAS BINA NUSANTARA JAKARTA,,True
S3,univ_s2,2022,UNIVERSITAS BRAWIJAYA,,True
S3,univ_s2,2022,UNIVERSITAS DIPONEGORO,,True
S3,univ_s2,2022,UNIVERSITAS GADJAH MADA (UGM) YOGYAKARTA,,True
S3,univ_s2,2022,UNIVERSITAS HASANUDDIN,,True
S3,univ_s2,2022,UNIVERSITAS KRISTEN SATYA WACANA,,True
S3,univ_s2,2022,UNIVERSITAS LAMPUNG,,True
S3,univ_s2,2022,UNIVERSITAS PADJADJARAN BANDUNG,,True
S3,univ_s2,2022,UNIVERSITI PENDIDIKAN SULTAN IDRIS,,True
S3,univ_s2,2022,UNIVERSITY OF TWENTE,,True
S3,univ_s2,2023,UNIVERSITAS GADJAH MADA,40.0,False
S3,univ_s2,2023,INSTITUT TEKNOLOGI BANDUNG,6.0,False
S3,univ_s2,2023,UNIVERSITAS ISLAM INDONESIA,5.0,False
S3,univ_s2,2023,UNIVERSITAS INDONESIA,3.0,False
S3,univ_s2,2023,INSTITUT TEKNOLOGI BANDUNG (ITB),,True
